Date,Open,High,Low,close
2019-11-01,11373.7,11399.53,11335.51,11399.53
2019-11-04,11451.72,11559.07,11451.72,11556.85
2019-11-05,11576.18,11644.03,11576.18,11644.03
2019-11-06,11645.08,11668.2,11601.7,11653.07
2019-11-07,11642.91,11647.47,11552.08,11606.56
2019-11-08,11620.89,11642.41,11561.31,11579.54
2019-11-11,11570.33,11570.33,11409.83,11427.28
2019-11-12,11463.33,11520.37,11459.68,11520.37
2019-11-13,11483.24,11509.37,11439.09,11467.83
2019-11-14,11488.74,11498.25,11424.77,11450.42
2019-11-15,11485.46,11552.25,11485.46,11525.6
2019-11-18,11543.8,11599.78,11532.97,11599.78
2019-11-19,11608.48,11656.4,11576.79,11656.4
2019-11-20,11645.73,11649.07,11591.73,11631.2
2019-11-21,11573.84,11573.84,11478.43,11558.27
2019-11-22,11556.75,11577.02,11534.15,11566.8
2019-11-25,11590.81,11604.75,11559.33,11561.58
2019-11-26,11608.37,11642.96,11576.82,11576.82
2019-11-27,11590.81,11651.73,11590.81,11647.46
2019-11-28,11641.7,11654.06,11604.68,11617.08
2019-11-29,11616.88,11623.59,11485.16,11489.57
