Date,Open,High,Low,close
2021-06-01,17098.49,17184.3,17060.45,17162.38
2021-06-02,17192.91,17274.66,17056.42,17165.04
2021-06-03,17201.3,17311.28,17198.89,17246.16
2021-06-04,17225.06,17225.06,17084.49,17147.41
2021-06-07,17176.09,17189.23,16775.85,17083.91
2021-06-08,17094.34,17181.52,17056.53,17076.21
2021-06-09,17082.52,17082.52,16907.43,16966.22
2021-06-10,17024.54,17159.22,16978.01,17159.22
2021-06-11,17200.45,17278.55,17193.61,17213.52
2021-06-15,17279.7,17371.29,17279.7,17371.29
2021-06-16,17357.37,17398.22,17275.02,17307.86
2021-06-17,17254.84,17390.61,17150.52,17390.61
2021-06-18,17384.74,17417.5,17318.54,17318.54
2021-06-21,17305.49,17305.49,17023.31,17062.98
2021-06-22,17162.71,17270.47,17075.55,17075.55
2021-06-23,17127.59,17375.79,17127.59,17336.71
2021-06-24,17358.57,17439.63,17319.89,17407.96
2021-06-25,17471.07,17597.33,17471.07,17502.99
2021-06-28,17531.82,17595.51,17481.23,17590.97
2021-06-29,17621.15,17713.24,17541.14,17598.19
2021-06-30,17648.25,17797.27,17648.25,17755.46
