Date,Open,High,Low,close
2019-09-02,10613.19,10634.85,10589.42,10634.85
2019-09-03,10629.22,10650.15,10557.03,10558.21
2019-09-04,10566.32,10670.43,10566.32,10657.31
2019-09-05,10718.4,10766.6,10714.27,10756.93
2019-09-06,10783.46,10803.07,10753.45,10780.64
2019-09-09,10808.68,10829.44,10778.15,10801.14
2019-09-10,10791.95,10810.03,10732.78,10753.58
2019-09-11,10787.65,10815.59,10746.87,10790.35
2019-09-12,10830.25,10862.68,10804.02,10827.55
2019-09-16,10822.69,10898.13,10822.69,10898.13
2019-09-17,10908.85,10912.23,10866.43,10874.5
2019-09-18,10887.42,10971.54,10878.34,10929.45
2019-09-19,10947.62,10954.18,10874.66,10894.7
2019-09-20,10908.1,10931.76,10903.45,10929.69
2019-09-23,10924.81,10948.19,10905.92,10919.02
2019-09-24,10917.44,10947.53,10886.62,10918.01
2019-09-25,10885.67,10885.67,10825.85,10873.69
2019-09-26,10909.57,10934.91,10856.96,10871.99
2019-09-27,10904.0,10921.17,10827.61,10829.68
